Item_name,true_label,prediction,inference_time
Sagai Dates 1 kg,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.30060014724731443
فول سوداني لذيذ 250 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Prepared/Preserved Foods,0.30060014724731443
تمر عجوة فاخر 500 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.30060014724731443
Afghanistan Dry Fig Rope 250 g,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.30060014724731443
لولو تمر العجوة 500 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.30060014724731443
Al Huda Ajwa Al Madina Dates 1 kg,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.29198689460754396
لولو شرائح أناناس في شراب خفيف 850 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Beverages,0.29198689460754396
شرائح كيوي أمريكية مجففة 250 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.29198689460754396
لولو كوكتيل فواكه في شراب ثقيل عرض التوفير 3 × 425 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Beverages,0.29198689460754396
قودي قطع وسيقان فطر 400 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Prepared/Preserved Foods,0.29198689460754396
دولي كوكتيل فواكه استوائية 836 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Beverages,0.28316144943237304
الفارس فول سوداني 250جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Cereal/Grain/Pulse Products,0.28316144943237304
لوز أسترالي 20/22 ، 500 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.28316144943237304
Tomoor Safawi Dates 500 g,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.28316144943237304
لولو تمور خضري 1 كجم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.28316144943237304
LuLu Cashew Nuts W320 500 g,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.29196529388427733
Al Huda Ajwa Dates 500 g,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.29196529388427733
LuLu Almond USA 23-25 1 kg,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.29196529388427733
Freshly Whole Kernel Corn 340 g,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Vegetables - Unprepared/Unprocessed (Frozen),0.29196529388427733
مكاداميا مكسرات 250 جم,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage|Fruits/Vegetables/Nuts/Seeds Prepared/Processed,0.29196529388427733
Sirella White Fish Fillets 1 kg,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.2783194541931152
قودي لحم تونا خفيف في الماء المالح 185 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.2783194541931152
ريو ماري سلاتونة بخلطة الذرة 2 × 160 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Prepared/Preserved Foods,0.2783194541931152
ينجز 10أصابع سمك 250جم,Food/Beverage|Fish and Seafood,Food/Beverage|Prepared/Preserved Foods,0.2783194541931152
Al Khair Light Meat Tuna Solid in Sunflower Oil 185 g,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.2783194541931152
قودي تونة تندرينا في زيت دوار الشمس 185 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.29326863288879396
Treva Light Meat Tuna In Vegetable Oil 170 g,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.29326863288879396
تبرك روبيان مطبوخ 500 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.29326863288879396
Aloha Light Meat Tuna 4 x 185 g,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,0.29326863288879396
ريو ماري سلاتونة بخلطة الذرة 2 × 160 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Prepared/Preserved Foods,0.29326863288879396
الكبير فيليه سمك بالبقسماط 330 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,2.495734930038452
أمريكانا روبيان زينجز بالبقسماط 750 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,2.495734930038452
اسماك فيليه سمك ابيض كلاسيك 1 كجم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,2.495734930038452
لولو لحم تونا خفيف صلب في محلول ملحي 185 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,2.495734930038452
ريو ماري سلاتونا المكسيكية وصفة سلطة الخضار والتونة 2 × 160 جم,Food/Beverage|Fish and Seafood,Food/Beverage|Prepared/Preserved Foods,2.495734930038452
Goody Light Meat Tuna in Brine Water 90 g,Food/Beverage|Fish and Seafood,Food/Beverage|Fish and Seafood,2.459159088134766
